id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue
179,2010,CR Brathwaite,2010-03-14,SRH,CSK,SRH,CSK,normal,0,SRH,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk"
180,2010,CR Brathwaite,2010-03-15,RR,DD,DD,CSK,normal,0,DD,0,6,V Sehwag,"Sardar Patel Stadium, Motera"
181,2010,CR Brathwaite,2010-03-16,KXIP,RCB,KXIP,CSK,normal,0,RCB,0,8,JH Kallis,M Chinnaswamy Stadium
182,2010,CR Brathwaite,2010-03-16,CSK,KKR,CSK,CSK,normal,0,CSK,55,0,MS Dhoni,Eden Gardens
183,2010,CR Brathwaite,2010-03-17,MI,DD,DD,CSK,normal,0,MI,98,0,SR Tendulkar,Feroz Shah Kotla
184,2010,CR Brathwaite,2010-03-18,RR,RCB,RCB,CSK,normal,0,RCB,0,10,JH Kallis,M Chinnaswamy Stadium
185,2010,CR Brathwaite,2010-03-19,DD,CSK,DD,CSK,normal,0,CSK,0,5,ML Hayden,Feroz Shah Kotla
186,2010,CR Brathwaite,2010-03-19,SRH,KXIP,KXIP,CSK,normal,0,SRH,6,0,A Symonds,Barabati Stadium
187,2010,CR Brathwaite,2010-03-20,RR,KKR,RR,CSK,normal,0,RR,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera"
188,2010,CR Brathwaite,2010-03-20,MI,RCB,MI,CSK,normal,0,RCB,0,7,JH Kallis,Brabourne Stadium
189,2010,CR Brathwaite,2010-03-21,SRH,DD,SRH,CSK,normal,0,SRH,10,0,A Symonds,Barabati Stadium
190,2010,CR Brathwaite,2010-03-21,KXIP,CSK,CSK,CSK,tie,0,KXIP,0,0,J Theron,"MA Chidambaram Stadium, Chepauk"
191,2010,CR Brathwaite,2010-03-22,KKR,MI,KKR,CSK,normal,0,MI,0,7,SR Tendulkar,Brabourne Stadium
192,2010,CR Brathwaite,2010-03-23,RCB,CSK,CSK,CSK,normal,0,RCB,36,0,RV Uthappa,M Chinnaswamy Stadium
193,2010,CR Brathwaite,2010-03-24,RR,KXIP,KXIP,CSK,normal,0,RR,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali"
194,2010,CR Brathwaite,2010-03-25,CSK,MI,MI,CSK,normal,0,MI,0,5,SR Tendulkar,Brabourne Stadium
195,2010,CR Brathwaite,2010-03-26,SRH,RR,SRH,CSK,normal,0,RR,0,8,YK Pathan,"Sardar Patel Stadium, Motera"
196,2010,CR Brathwaite,2010-03-27,KKR,KXIP,KKR,CSK,normal,0,KKR,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali"
197,2010,CR Brathwaite,2010-03-25,DD,RCB,RCB,CSK,normal,0,DD,17,0,KM Jadhav,M Chinnaswamy Stadium
198,2010,CR Brathwaite,2010-03-28,RR,CSK,RR,CSK,normal,0,RR,17,0,NV Ojha,"Sardar Patel Stadium, Motera"
199,2010,CR Brathwaite,2010-03-28,MI,SRH,SRH,CSK,normal,0,MI,41,0,Harbhajan Singh,Dr DY Patil Sports Academy
200,2010,CR Brathwaite,2010-03-29,DD,KKR,DD,CSK,normal,0,DD,40,0,DA Warner,Feroz Shah Kotla
201,2010,CR Brathwaite,2010-03-30,KXIP,MI,MI,CSK,normal,0,MI,0,4,SL Malinga,Brabourne Stadium
202,2010,CR Brathwaite,2010-03-31,RCB,CSK,RCB,CSK,normal,0,CSK,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk"
203,2010,CR Brathwaite,2010-03-31,DD,RR,DD,CSK,normal,0,DD,67,0,KD Karthik,Feroz Shah Kotla
204,2010,CR Brathwaite,2010-04-01,KKR,SRH,KKR,CSK,normal,0,KKR,24,0,SC Ganguly,Eden Gardens
205,2010,CR Brathwaite,2010-04-02,KXIP,RCB,KXIP,CSK,normal,0,RCB,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali"
206,2010,CR Brathwaite,2010-04-03,CSK,RR,CSK,CSK,normal,0,CSK,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
207,2010,CR Brathwaite,2010-04-03,MI,SRH,MI,CSK,normal,0,MI,63,0,AT Rayudu,Brabourne Stadium
208,2010,CR Brathwaite,2010-04-04,KKR,KXIP,KKR,CSK,normal,0,KXIP,0,8,DPMD Jayawardene,Eden Gardens
209,2010,CR Brathwaite,2010-04-04,DD,RCB,DD,CSK,normal,0,DD,37,0,PD Collingwood,Feroz Shah Kotla
210,2010,CR Brathwaite,2010-04-05,RR,SRH,RR,CSK,normal,0,RR,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha"
211,2010,CR Brathwaite,2010-04-06,CSK,MI,CSK,CSK,normal,0,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
212,2010,CR Brathwaite,2010-04-07,KXIP,RR,KXIP,CSK,normal,0,RR,0,9,MJ Lumb,Sawai Mansingh Stadium
213,2010,CR Brathwaite,2010-04-07,KKR,DD,KKR,CSK,normal,0,KKR,14,0,SC Ganguly,Eden Gardens
214,2010,CR Brathwaite,2010-04-08,RCB,SRH,SRH,CSK,normal,0,SRH,0,7,TL Suman,M Chinnaswamy Stadium
215,2010,CR Brathwaite,2010-04-09,MI,KXIP,MI,CSK,normal,0,KXIP,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali"
216,2010,CR Brathwaite,2010-04-10,CSK,SRH,CSK,CSK,normal,0,SRH,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha"
217,2010,CR Brathwaite,2010-04-10,KKR,RCB,RCB,CSK,normal,0,RCB,0,7,R Vinay Kumar,M Chinnaswamy Stadium
218,2010,CR Brathwaite,2010-04-11,DD,KXIP,DD,CSK,normal,0,KXIP,0,7,PP Chawla,Feroz Shah Kotla
219,2010,CR Brathwaite,2010-04-11,MI,RR,RR,CSK,normal,0,MI,37,0,SR Tendulkar,Sawai Mansingh Stadium
220,2010,CR Brathwaite,2010-04-12,SRH,RCB,RCB,CSK,normal,0,SRH,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha"
221,2010,CR Brathwaite,2010-04-13,MI,DD,MI,CSK,normal,0,MI,39,0,KA Pollard,Brabourne Stadium
222,2010,CR Brathwaite,2010-04-13,KKR,CSK,KKR,CSK,normal,0,CSK,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk"
223,2010,CR Brathwaite,2010-04-14,RR,RCB,RR,CSK,normal,0,RCB,0,5,KP Pietersen,Sawai Mansingh Stadium
224,2010,CR Brathwaite,2010-04-15,CSK,DD,CSK,CSK,normal,0,DD,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk"
225,2010,CR Brathwaite,2010-04-16,KXIP,SRH,SRH,CSK,normal,0,SRH,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium
226,2010,CR Brathwaite,2010-04-17,MI,RCB,RCB,CSK,normal,0,MI,57,0,R McLaren,M Chinnaswamy Stadium
227,2010,CR Brathwaite,2010-04-17,RR,KKR,RR,CSK,normal,0,KKR,0,8,JD Unadkat,Eden Gardens
228,2010,CR Brathwaite,2010-04-18,KXIP,CSK,CSK,CSK,normal,0,CSK,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium
229,2010,CR Brathwaite,2010-04-18,SRH,DD,SRH,CSK,normal,0,SRH,11,0,A Symonds,Feroz Shah Kotla
230,2010,CR Brathwaite,2010-04-19,MI,KKR,MI,CSK,normal,0,KKR,0,9,M Kartik,Eden Gardens
231,2010,CR Brathwaite,2010-04-21,MI,RCB,MI,CSK,normal,0,MI,35,0,KA Pollard,Dr DY Patil Sports Academy
232,2010,CR Brathwaite,2010-04-22,CSK,SRH,CSK,CSK,normal,0,CSK,38,0,DE Bollinger,Dr DY Patil Sports Academy
233,2010,CR Brathwaite,2010-04-24,SRH,RCB,SRH,CSK,normal,0,RCB,0,9,A Kumble,Dr DY Patil Sports Academy
234,2010,CR Brathwaite,2010-04-25,CSK,MI,CSK,CSK,normal,0,CSK,22,0,SK Raina,Dr DY Patil Sports Academy
235,2011,CR Brathwaite,2011-04-08,CSK,KKR,CSK,CSK,normal,0,CSK,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk"
236,2011,CR Brathwaite,2011-04-09,SRH,RR,RR,CSK,normal,0,RR,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal"
237,2011,CR Brathwaite,2011-04-09,Kochi,RCB,Kochi,CSK,normal,0,RCB,0,6,AB de Villiers,Nehru Stadium
238,2011,CR Brathwaite,2011-04-10,DD,MI,DD,CSK,normal,0,MI,0,8,SL Malinga,Feroz Shah Kotla
239,2011,CR Brathwaite,2011-04-10,KXIP,Pune,KXIP,CSK,normal,0,Pune,0,7,SB Wagh,Dr DY Patil Sports Academy
240,2011,CR Brathwaite,2011-04-11,KKR,SRH,KKR,CSK,normal,0,KKR,9,0,JH Kallis,Eden Gardens
241,2011,CR Brathwaite,2011-04-12,DD,RR,DD,CSK,normal,0,RR,0,6,SK Warne,Sawai Mansingh Stadium
242,2011,CR Brathwaite,2011-04-12,RCB,MI,MI,CSK,normal,0,MI,0,9,SR Tendulkar,M Chinnaswamy Stadium
243,2011,CR Brathwaite,2011-04-13,CSK,KXIP,KXIP,CSK,normal,0,KXIP,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali"
244,2011,CR Brathwaite,2011-04-13,Kochi,Pune,Kochi,CSK,normal,0,Pune,0,4,MD Mishra,Dr DY Patil Sports Academy
245,2011,CR Brathwaite,2011-04-14,SRH,RCB,RCB,CSK,normal,0,SRH,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
246,2011,CR Brathwaite,2011-04-15,RR,KKR,KKR,CSK,normal,0,KKR,0,9,G Gambhir,Sawai Mansingh Stadium
247,2011,CR Brathwaite,2011-04-15,MI,Kochi,Kochi,CSK,normal,0,Kochi,0,8,BB McCullum,Wankhede Stadium
248,2011,CR Brathwaite,2011-04-16,CSK,RCB,CSK,CSK,normal,0,CSK,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
249,2011,CR Brathwaite,2011-04-16,SRH,KXIP,KXIP,CSK,normal,0,KXIP,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal"
250,2011,CR Brathwaite,2011-04-17,Pune,DD,DD,CSK,normal,0,DD,0,3,Yuvraj Singh,Dr DY Patil Sports Academy
251,2011,CR Brathwaite,2011-04-17,RR,KKR,KKR,CSK,normal,0,KKR,0,8,L Balaji,Eden Gardens
252,2011,CR Brathwaite,2011-04-18,CSK,Kochi,Kochi,CSK,normal,1,Kochi,0,7,BB McCullum,Nehru Stadium
253,2011,CR Brathwaite,2011-04-19,SRH,DD,SRH,CSK,normal,0,SRH,16,0,S Sohal,Feroz Shah Kotla
254,2011,CR Brathwaite,2011-04-20,Pune,MI,Pune,CSK,normal,0,MI,0,7,MM Patel,Wankhede Stadium
255,2011,CR Brathwaite,2011-04-20,Kochi,KKR,KKR,CSK,normal,0,Kochi,6,0,DPMD Jayawardene,Eden Gardens
256,2011,CR Brathwaite,2011-04-21,KXIP,RR,RR,CSK,normal,0,KXIP,48,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
257,2011,CR Brathwaite,2011-04-22,MI,CSK,CSK,CSK,normal,0,MI,8,0,Harbhajan Singh,Wankhede Stadium
258,2011,CR Brathwaite,2011-04-22,KKR,RCB,RCB,CSK,normal,0,RCB,0,9,CH Gayle,Eden Gardens
259,2011,CR Brathwaite,2011-04-23,DD,KXIP,KXIP,CSK,normal,0,DD,29,0,DA Warner,Feroz Shah Kotla
260,2011,CR Brathwaite,2011-04-24,MI,SRH,SRH,CSK,normal,0,MI,37,0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal"
261,2011,CR Brathwaite,2011-04-24,Kochi,RR,RR,CSK,normal,0,RR,0,8,SK Warne,Sawai Mansingh Stadium
262,2011,CR Brathwaite,2011-04-25,CSK,Pune,Pune,CSK,normal,0,CSK,25,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
263,2011,CR Brathwaite,2011-04-26,DD,RCB,RCB,CSK,normal,0,RCB,0,3,V Kohli,Feroz Shah Kotla
264,2011,CR Brathwaite,2011-04-27,Pune,CSK,Pune,CSK,normal,0,CSK,0,8,DE Bollinger,Dr DY Patil Sports Academy
265,2011,CR Brathwaite,2011-04-27,SRH,Kochi,Kochi,CSK,normal,0,SRH,55,0,I Sharma,Nehru Stadium
266,2011,CR Brathwaite,2011-04-28,KKR,DD,DD,CSK,normal,0,KKR,17,0,MK Tiwary,Feroz Shah Kotla
267,2011,CR Brathwaite,2011-04-29,MI,RR,RR,CSK,normal,0,RR,0,7,J Botha,Sawai Mansingh Stadium
268,2011,CR Brathwaite,2011-04-29,RCB,Pune,Pune,CSK,normal,0,RCB,26,0,V Kohli,M Chinnaswamy Stadium
269,2011,CR Brathwaite,2011-04-30,DD,Kochi,DD,CSK,normal,0,DD,38,0,V Sehwag,Nehru Stadium
270,2011,CR Brathwaite,2011-04-30,KXIP,KKR,KKR,CSK,normal,0,KKR,0,8,Iqbal Abdulla,Eden Gardens
271,2011,CR Brathwaite,2011-05-01,Pune,RR,RR,CSK,normal,0,RR,0,6,LRPL Taylor,Sawai Mansingh Stadium
272,2011,CR Brathwaite,2011-05-01,CSK,SRH,CSK,CSK,normal,0,CSK,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk"
273,2011,CR Brathwaite,2011-05-02,MI,KXIP,KXIP,CSK,normal,0,MI,23,0,KA Pollard,Wankhede Stadium
274,2011,CR Brathwaite,2011-05-02,DD,Kochi,Kochi,CSK,normal,0,Kochi,0,7,P Parameswaran,Feroz Shah Kotla
275,2011,CR Brathwaite,2011-05-03,KKR,SRH,SRH,CSK,normal,0,KKR,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal"
276,2011,CR Brathwaite,2011-05-04,RR,CSK,RR,CSK,normal,0,CSK,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
277,2011,CR Brathwaite,2011-05-04,MI,Pune,Pune,CSK,normal,0,MI,21,0,R Sharma,Dr DY Patil Sports Academy
278,2011,CR Brathwaite,2011-05-05,Kochi,KKR,KKR,CSK,normal,0,Kochi,17,0,BJ Hodge,Nehru Stadium
279,2011,CR Brathwaite,2011-05-05,SRH,DD,DD,CSK,normal,0,DD,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal"
280,2011,CR Brathwaite,2011-05-06,RCB,KXIP,KXIP,CSK,normal,0,RCB,85,0,CH Gayle,M Chinnaswamy Stadium
281,2011,CR Brathwaite,2011-05-07,CSK,KKR,CSK,CSK,normal,1,KKR,10,0,Iqbal Abdulla,Eden Gardens
282,2011,CR Brathwaite,2011-05-07,MI,DD,DD,CSK,normal,0,MI,32,0,AT Rayudu,Wankhede Stadium
283,2011,CR Brathwaite,2011-05-08,Kochi,RCB,Kochi,CSK,normal,0,RCB,0,9,CH Gayle,M Chinnaswamy Stadium
284,2011,CR Brathwaite,2011-05-08,KXIP,Pune,KXIP,CSK,normal,0,Pune,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali"
285,2011,CR Brathwaite,2011-05-09,CSK,RR,RR,CSK,normal,0,CSK,63,0,M Vijay,Sawai Mansingh Stadium
286,2011,CR Brathwaite,2011-05-10,SRH,Pune,SRH,CSK,normal,0,Pune,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal"
287,2011,CR Brathwaite,2011-05-10,KXIP,MI,MI,CSK,normal,0,KXIP,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali"
288,2011,CR Brathwaite,2011-05-11,RR,RCB,RCB,CSK,normal,0,RCB,0,9,S Aravind,Sawai Mansingh Stadium
289,2011,CR Brathwaite,2011-05-12,CSK,DD,CSK,CSK,normal,0,CSK,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
290,2011,CR Brathwaite,2011-05-13,Kochi,KXIP,KXIP,CSK,normal,0,KXIP,0,6,KD Karthik,Holkar Cricket Stadium
291,2011,CR Brathwaite,2011-05-14,KKR,RCB,RCB,CSK,normal,1,RCB,0,4,CH Gayle,M Chinnaswamy Stadium
292,2011,CR Brathwaite,2011-05-14,SRH,MI,SRH,CSK,normal,0,SRH,10,0,A Mishra,Wankhede Stadium
293,2011,CR Brathwaite,2011-05-15,KXIP,DD,DD,CSK,normal,0,KXIP,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium
294,2011,CR Brathwaite,2011-05-15,RR,Kochi,Kochi,CSK,normal,0,Kochi,0,8,BJ Hodge,Holkar Cricket Stadium
295,2011,CR Brathwaite,2011-05-16,Pune,SRH,SRH,CSK,normal,0,SRH,0,6,A Mishra,Dr DY Patil Sports Academy
296,2011,CR Brathwaite,2011-05-17,KXIP,RCB,KXIP,CSK,normal,0,KXIP,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium
297,2011,CR Brathwaite,2011-05-18,CSK,Kochi,CSK,CSK,normal,0,CSK,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk"
298,2011,CR Brathwaite,2011-05-19,Pune,KKR,KKR,CSK,normal,0,KKR,0,7,YK Pathan,Dr DY Patil Sports Academy
299,2011,CR Brathwaite,2011-05-20,MI,RR,MI,CSK,normal,0,RR,0,10,SR Watson,Wankhede Stadium
300,2011,CR Brathwaite,2011-05-21,SRH,KXIP,KXIP,CSK,normal,0,SRH,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium
301,2011,CR Brathwaite,2011-05-21,DD,Pune,DD,CSK,no result,0,SRH,0,0,,Feroz Shah Kotla
302,2011,CR Brathwaite,2011-05-22,CSK,RCB,RCB,CSK,normal,0,RCB,0,8,CH Gayle,M Chinnaswamy Stadium
303,2011,CR Brathwaite,2011-05-22,KKR,MI,MI,CSK,normal,0,MI,0,5,JEC Franklin,Eden Gardens
304,2011,CR Brathwaite,2011-05-24,RCB,CSK,CSK,CSK,normal,0,CSK,0,6,SK Raina,Wankhede Stadium
305,2011,CR Brathwaite,2011-05-25,KKR,MI,MI,CSK,normal,0,MI,0,4,MM Patel,Wankhede Stadium
306,2011,CR Brathwaite,2011-05-27,RCB,MI,MI,CSK,normal,0,RCB,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk"
307,2011,CR Brathwaite,2011-05-28,CSK,RCB,CSK,CSK,normal,0,CSK,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
308,2012,CR Brathwaite,2012-04-04,CSK,MI,MI,CSK,normal,0,MI,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk"
309,2012,CR Brathwaite,2012-04-05,KKR,DD,DD,CSK,normal,0,DD,0,8,IK Pathan,Eden Gardens
310,2012,CR Brathwaite,2012-04-06,Pune,MI,MI,CSK,normal,0,Pune,28,0,SPD Smith,Wankhede Stadium
311,2012,CR Brathwaite,2012-04-06,RR,KXIP,KXIP,CSK,normal,0,RR,31,0,AM Rahane,Sawai Mansingh Stadium
312,2012,CR Brathwaite,2012-04-07,RCB,DD,DD,CSK,normal,0,RCB,20,0,AB de Villiers,M Chinnaswamy Stadium
313,2012,CR Brathwaite,2012-04-07,CSK,SRH,SRH,CSK,normal,0,CSK,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
314,2012,CR Brathwaite,2012-04-08,RR,KKR,KKR,CSK,normal,0,RR,22,0,BJ Hodge,Sawai Mansingh Stadium
315,2012,CR Brathwaite,2012-04-08,Pune,KXIP,Pune,CSK,normal,0,Pune,22,0,MN Samuels,Subrata Roy Sahara Stadium
316,2012,CR Brathwaite,2012-04-09,SRH,MI,SRH,CSK,normal,0,MI,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
317,2012,CR Brathwaite,2012-04-10,KKR,RCB,RCB,CSK,normal,0,KKR,42,0,L Balaji,M Chinnaswamy Stadium
318,2012,CR Brathwaite,2012-04-10,CSK,DD,DD,CSK,normal,0,DD,0,8,M Morkel,Feroz Shah Kotla
319,2012,CR Brathwaite,2012-04-11,MI,RR,RR,CSK,normal,0,MI,27,0,KA Pollard,Wankhede Stadium
320,2012,CR Brathwaite,2012-04-12,RCB,CSK,RCB,CSK,normal,0,CSK,0,5,F du Plessis,"MA Chidambaram Stadium, Chepauk"
321,2012,CR Brathwaite,2012-04-12,Pune,KXIP,KXIP,CSK,normal,0,KXIP,0,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali"
322,2012,CR Brathwaite,2012-04-13,RR,KKR,RR,CSK,normal,0,KKR,0,5,Shakib Al Hasan,Eden Gardens
323,2012,CR Brathwaite,2012-04-19,SRH,DD,SRH,CSK,normal,0,DD,0,5,KP Pietersen,Feroz Shah Kotla
324,2012,CR Brathwaite,2012-04-14,CSK,Pune,CSK,CSK,normal,0,Pune,0,7,JD Ryder,Subrata Roy Sahara Stadium
325,2012,CR Brathwaite,2012-04-15,KXIP,KKR,KKR,CSK,normal,0,KXIP,2,0,SP Narine,Eden Gardens
326,2012,CR Brathwaite,2012-04-15,RR,RCB,RR,CSK,normal,0,RR,59,0,AM Rahane,M Chinnaswamy Stadium
327,2012,CR Brathwaite,2012-04-16,MI,DD,DD,CSK,normal,0,DD,0,7,S Nadeem,Wankhede Stadium
328,2012,CR Brathwaite,2012-04-17,SRH,RR,SRH,CSK,normal,0,RR,0,5,BJ Hodge,Sawai Mansingh Stadium
329,2012,CR Brathwaite,2012-04-17,Pune,RCB,Pune,CSK,normal,0,RCB,0,6,CH Gayle,M Chinnaswamy Stadium
330,2012,CR Brathwaite,2012-04-18,KXIP,KKR,KXIP,CSK,normal,0,KKR,0,8,G Gambhir,"Punjab Cricket Association Stadium, Mohali"
331,2012,CR Brathwaite,2012-05-10,SRH,DD,SRH,CSK,normal,0,DD,0,9,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
332,2012,CR Brathwaite,2012-04-19,CSK,Pune,Pune,CSK,normal,0,CSK,13,0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk"
333,2012,CR Brathwaite,2012-04-20,KXIP,RCB,RCB,CSK,normal,0,RCB,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali"
334,2012,CR Brathwaite,2012-04-21,RR,CSK,RR,CSK,normal,0,CSK,0,7,F du Plessis,"MA Chidambaram Stadium, Chepauk"
335,2012,CR Brathwaite,2012-04-21,Pune,DD,DD,CSK,normal,0,Pune,20,0,SC Ganguly,Feroz Shah Kotla
336,2012,CR Brathwaite,2012-04-22,MI,KXIP,MI,CSK,normal,0,KXIP,0,6,SE Marsh,Wankhede Stadium
337,2012,CR Brathwaite,2012-04-22,SRH,KKR,KKR,CSK,normal,0,KKR,0,5,B Lee,Barabati Stadium
338,2012,CR Brathwaite,2012-04-23,RCB,RR,RR,CSK,normal,0,RCB,46,0,AB de Villiers,Sawai Mansingh Stadium
339,2012,CR Brathwaite,2012-04-24,Pune,DD,Pune,CSK,normal,0,DD,0,8,V Sehwag,Subrata Roy Sahara Stadium
340,2012,CR Brathwaite,2012-04-25,KXIP,MI,KXIP,CSK,normal,0,MI,0,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali"
341,2012,CR Brathwaite,2012-04-26,SRH,Pune,SRH,CSK,normal,0,SRH,18,0,CL White,Subrata Roy Sahara Stadium
342,2012,CR Brathwaite,2012-04-27,DD,MI,MI,CSK,normal,0,DD,37,0,V Sehwag,Feroz Shah Kotla
343,2012,CR Brathwaite,2012-04-28,KXIP,CSK,KXIP,CSK,normal,0,KXIP,7,0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk"
344,2012,CR Brathwaite,2012-04-28,KKR,RCB,KKR,CSK,normal,0,KKR,47,0,G Gambhir,Eden Gardens
345,2012,CR Brathwaite,2012-04-29,DD,RR,DD,CSK,normal,0,DD,1,0,V Sehwag,Feroz Shah Kotla
346,2012,CR Brathwaite,2012-04-29,SRH,MI,MI,CSK,normal,0,MI,0,5,DW Steyn,Wankhede Stadium
347,2012,CR Brathwaite,2012-04-30,CSK,KKR,CSK,CSK,normal,0,KKR,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk"
348,2012,CR Brathwaite,2012-05-01,SRH,Pune,SRH,CSK,normal,0,SRH,13,0,KC Sangakkara,Barabati Stadium
349,2012,CR Brathwaite,2012-05-01,RR,DD,RR,CSK,normal,0,DD,0,6,P Negi,Sawai Mansingh Stadium
350,2012,CR Brathwaite,2012-05-02,RCB,KXIP,KXIP,CSK,normal,0,KXIP,0,4,Azhar Mahmood,M Chinnaswamy Stadium
351,2012,CR Brathwaite,2012-05-03,MI,Pune,MI,CSK,normal,0,MI,1,0,SL Malinga,Subrata Roy Sahara Stadium
