id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue
525,2015,CR Brathwaite,2015-04-13,RCB,SRH,SRH,CSK,normal,0,SRH,0,8,DA Warner,M Chinnaswamy Stadium
526,2015,CR Brathwaite,2015-04-14,MI,RR,MI,CSK,normal,0,RR,0,7,SPD Smith,"Sardar Patel Stadium, Motera"
527,2015,CR Brathwaite,2015-04-30,CSK,KKR,KKR,CSK,normal,0,KKR,0,7,AD Russell,Eden Gardens
528,2015,CR Brathwaite,2015-04-15,KXIP,DD,KXIP,CSK,normal,0,DD,0,5,MA Agarwal,Maharashtra Cricket Association Stadium
529,2015,CR Brathwaite,2015-04-16,SRH,RR,RR,CSK,normal,0,RR,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
530,2015,CR Brathwaite,2015-04-17,MI,CSK,MI,CSK,normal,0,CSK,0,6,A Nehra,Wankhede Stadium
531,2015,CR Brathwaite,2015-04-18,DD,SRH,DD,CSK,normal,0,DD,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
532,2015,CR Brathwaite,2015-04-18,KXIP,KKR,KKR,CSK,normal,0,KKR,0,4,AD Russell,Maharashtra Cricket Association Stadium
533,2015,CR Brathwaite,2015-04-19,CSK,RR,CSK,CSK,normal,0,RR,0,8,AM Rahane,"Sardar Patel Stadium, Motera"
534,2015,CR Brathwaite,2015-04-19,MI,RCB,RCB,CSK,normal,0,MI,18,0,Harbhajan Singh,M Chinnaswamy Stadium
535,2015,CR Brathwaite,2015-04-20,DD,KKR,KKR,CSK,normal,0,KKR,0,6,UT Yadav,Feroz Shah Kotla
536,2015,CR Brathwaite,2015-04-21,RR,KXIP,KXIP,CSK,tie,0,KXIP,0,0,SE Marsh,"Sardar Patel Stadium, Motera"
537,2015,CR Brathwaite,2015-04-22,SRH,KKR,KKR,CSK,normal,1,SRH,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
538,2015,CR Brathwaite,2015-04-22,CSK,RCB,RCB,CSK,normal,0,CSK,27,0,SK Raina,M Chinnaswamy Stadium
539,2015,CR Brathwaite,2015-04-23,DD,MI,MI,CSK,normal,0,DD,37,0,SS Iyer,Feroz Shah Kotla
540,2015,CR Brathwaite,2015-04-24,RR,RCB,RCB,CSK,normal,0,RCB,0,9,MA Starc,"Sardar Patel Stadium, Motera"
541,2015,CR Brathwaite,2015-04-25,MI,SRH,MI,CSK,normal,0,MI,20,0,SL Malinga,Wankhede Stadium
542,2015,CR Brathwaite,2015-04-25,CSK,KXIP,CSK,CSK,normal,0,CSK,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk"
543,2015,CR Brathwaite,2015-04-26,DD,RCB,RCB,CSK,normal,0,RCB,0,10,VR Aaron,Feroz Shah Kotla
544,2015,CR Brathwaite,2015-04-27,SRH,KXIP,KXIP,CSK,normal,0,SRH,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali"
545,2015,CR Brathwaite,2015-05-07,KKR,DD,KKR,CSK,normal,0,KKR,13,0,PP Chawla,Eden Gardens
546,2015,CR Brathwaite,2015-04-29,RCB,RR,RR,CSK,no result,0,KKR,0,0,,M Chinnaswamy Stadium
547,2015,CR Brathwaite,2015-04-28,CSK,KKR,KKR,CSK,normal,0,CSK,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk"
548,2015,CR Brathwaite,2015-05-01,KXIP,DD,DD,CSK,normal,0,DD,0,9,NM Coulter-Nile,Feroz Shah Kotla
549,2015,CR Brathwaite,2015-05-01,MI,RR,RR,CSK,normal,0,MI,8,0,AT Rayudu,Wankhede Stadium
550,2015,CR Brathwaite,2015-05-02,KKR,RCB,RCB,CSK,normal,0,RCB,0,7,Mandeep Singh,M Chinnaswamy Stadium
551,2015,CR Brathwaite,2015-05-02,SRH,CSK,CSK,CSK,normal,0,SRH,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
552,2015,CR Brathwaite,2015-05-03,MI,KXIP,MI,CSK,normal,0,MI,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
553,2015,CR Brathwaite,2015-05-03,RR,DD,DD,CSK,normal,0,RR,14,0,AM Rahane,Brabourne Stadium
554,2015,CR Brathwaite,2015-05-04,CSK,RCB,CSK,CSK,normal,0,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
555,2015,CR Brathwaite,2015-05-04,KKR,SRH,SRH,CSK,normal,0,KKR,35,0,UT Yadav,Eden Gardens
556,2015,CR Brathwaite,2015-05-05,DD,MI,DD,CSK,normal,0,MI,0,5,Harbhajan Singh,Wankhede Stadium
557,2015,CR Brathwaite,2015-05-06,RCB,KXIP,KXIP,CSK,normal,0,RCB,138,0,CH Gayle,M Chinnaswamy Stadium
558,2015,CR Brathwaite,2015-05-07,SRH,RR,RR,CSK,normal,0,SRH,7,0,EJG Morgan,Brabourne Stadium
559,2015,CR Brathwaite,2015-05-08,CSK,MI,CSK,CSK,normal,0,MI,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk"
560,2015,CR Brathwaite,2015-05-09,KXIP,KKR,KXIP,CSK,normal,0,KKR,0,1,AD Russell,Eden Gardens
561,2015,CR Brathwaite,2015-05-09,SRH,DD,SRH,CSK,normal,0,SRH,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium
562,2015,CR Brathwaite,2015-05-10,RCB,MI,RCB,CSK,normal,0,RCB,39,0,AB de Villiers,Wankhede Stadium
563,2015,CR Brathwaite,2015-05-10,CSK,RR,CSK,CSK,normal,0,CSK,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
564,2015,CR Brathwaite,2015-05-11,SRH,KXIP,SRH,CSK,normal,0,SRH,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
565,2015,CR Brathwaite,2015-05-12,CSK,DD,CSK,CSK,normal,0,DD,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium
566,2015,CR Brathwaite,2015-05-13,KXIP,RCB,RCB,CSK,normal,0,KXIP,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali"
567,2015,CR Brathwaite,2015-05-14,MI,KKR,KKR,CSK,normal,0,MI,5,0,HH Pandya,Wankhede Stadium
568,2015,CR Brathwaite,2015-05-15,SRH,RCB,SRH,CSK,normal,1,RCB,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal"
569,2015,CR Brathwaite,2015-05-16,KXIP,CSK,KXIP,CSK,normal,0,CSK,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali"
570,2015,CR Brathwaite,2015-05-16,RR,KKR,RR,CSK,normal,0,RR,9,0,SR Watson,Brabourne Stadium
571,2015,CR Brathwaite,2015-05-17,DD,RCB,RCB,CSK,no result,0,RR,0,0,,M Chinnaswamy Stadium
572,2015,CR Brathwaite,2015-05-17,SRH,MI,SRH,CSK,normal,0,MI,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal"
573,2015,CR Brathwaite,2015-05-19,MI,CSK,MI,CSK,normal,0,MI,25,0,KA Pollard,Wankhede Stadium
574,2015,CR Brathwaite,2015-05-20,RCB,RR,RCB,CSK,normal,0,RCB,71,0,AB de Villiers,Maharashtra Cricket Association Stadium
575,2015,CR Brathwaite,2015-05-22,RCB,CSK,CSK,CSK,normal,0,CSK,0,3,A Nehra,JSCA International Stadium Complex
576,2015,CR Brathwaite,2015-05-24,MI,CSK,CSK,CSK,normal,0,MI,41,0,RG Sharma,Eden Gardens
577,2016,CR Brathwaite,2016-04-09,MI,Pune,MI,CSK,normal,0,Pune,0,9,AM Rahane,Wankhede Stadium
578,2016,CR Brathwaite,2016-04-10,DD,KKR,KKR,CSK,normal,0,KKR,0,9,AD Russell,Eden Gardens
579,2016,CR Brathwaite,2016-04-11,KXIP,GL,GL,CSK,normal,0,GL,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali"
580,2016,CR Brathwaite,2016-04-12,RCB,SRH,SRH,CSK,normal,0,RCB,45,0,AB de Villiers,M Chinnaswamy Stadium
581,2016,CR Brathwaite,2016-04-13,KKR,MI,MI,CSK,normal,0,MI,0,6,RG Sharma,Eden Gardens
582,2016,CR Brathwaite,2016-04-14,Pune,GL,Pune,CSK,normal,0,GL,0,7,AJ Finch,Saurashtra Cricket Association Stadium
583,2016,CR Brathwaite,2016-04-15,KXIP,DD,DD,CSK,normal,0,DD,0,8,A Mishra,Feroz Shah Kotla
584,2016,CR Brathwaite,2016-04-16,SRH,KKR,SRH,CSK,normal,0,KKR,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal"
585,2016,CR Brathwaite,2016-04-16,MI,GL,GL,CSK,normal,0,GL,0,3,AJ Finch,Wankhede Stadium
586,2016,CR Brathwaite,2016-04-17,Pune,KXIP,Pune,CSK,normal,0,KXIP,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali"
587,2016,CR Brathwaite,2016-04-17,RCB,DD,DD,CSK,normal,0,DD,0,7,Q de Kock,M Chinnaswamy Stadium
588,2016,CR Brathwaite,2016-04-18,MI,SRH,SRH,CSK,normal,0,SRH,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
589,2016,CR Brathwaite,2016-04-19,KXIP,KKR,KKR,CSK,normal,0,KKR,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali"
590,2016,CR Brathwaite,2016-04-20,RCB,MI,MI,CSK,normal,0,MI,0,6,RG Sharma,Wankhede Stadium
591,2016,CR Brathwaite,2016-04-21,GL,SRH,SRH,CSK,normal,0,SRH,0,10,B Kumar,Saurashtra Cricket Association Stadium
592,2016,CR Brathwaite,2016-04-22,RCB,Pune,Pune,CSK,normal,0,RCB,13,0,AB de Villiers,Maharashtra Cricket Association Stadium
593,2016,CR Brathwaite,2016-04-23,DD,MI,MI,CSK,normal,0,DD,10,0,SV Samson,Feroz Shah Kotla
594,2016,CR Brathwaite,2016-04-23,KXIP,SRH,SRH,CSK,normal,0,SRH,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal"
595,2016,CR Brathwaite,2016-04-24,RCB,GL,RCB,CSK,normal,0,GL,0,6,V Kohli,Saurashtra Cricket Association Stadium
596,2016,CR Brathwaite,2016-04-24,Pune,KKR,KKR,CSK,normal,0,KKR,0,2,SA Yadav,Maharashtra Cricket Association Stadium
597,2016,CR Brathwaite,2016-04-25,MI,KXIP,KXIP,CSK,normal,0,MI,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali"
598,2016,CR Brathwaite,2016-04-26,SRH,Pune,Pune,CSK,normal,1,Pune,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal"
599,2016,CR Brathwaite,2016-04-27,GL,DD,DD,CSK,normal,0,GL,1,0,CH Morris,Feroz Shah Kotla
600,2016,CR Brathwaite,2016-04-28,KKR,MI,MI,CSK,normal,0,MI,0,6,RG Sharma,Wankhede Stadium
601,2016,CR Brathwaite,2016-04-29,Pune,GL,GL,CSK,normal,0,GL,0,3,DR Smith,Maharashtra Cricket Association Stadium
602,2016,CR Brathwaite,2016-04-30,DD,KKR,KKR,CSK,normal,0,DD,27,0,CR Brathwaite,Feroz Shah Kotla
603,2016,CR Brathwaite,2016-04-30,SRH,RCB,RCB,CSK,normal,0,SRH,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
604,2016,CR Brathwaite,2016-05-01,KXIP,GL,GL,CSK,normal,0,KXIP,23,0,AR Patel,Saurashtra Cricket Association Stadium
605,2016,CR Brathwaite,2016-05-01,Pune,MI,MI,CSK,normal,0,MI,0,8,RG Sharma,Maharashtra Cricket Association Stadium
606,2016,CR Brathwaite,2016-05-02,RCB,KKR,KKR,CSK,normal,0,KKR,0,5,AD Russell,M Chinnaswamy Stadium
607,2016,CR Brathwaite,2016-05-03,GL,DD,DD,CSK,normal,0,DD,0,8,RR Pant,Saurashtra Cricket Association Stadium
608,2016,CR Brathwaite,2016-05-04,KKR,KXIP,KXIP,CSK,normal,0,KKR,7,0,AD Russell,Eden Gardens
609,2016,CR Brathwaite,2016-05-05,DD,Pune,Pune,CSK,normal,0,Pune,0,7,AM Rahane,Feroz Shah Kotla
610,2016,CR Brathwaite,2016-05-06,GL,SRH,SRH,CSK,normal,0,SRH,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal"
611,2016,CR Brathwaite,2016-05-07,Pune,RCB,RCB,CSK,normal,0,RCB,0,7,V Kohli,M Chinnaswamy Stadium
612,2016,CR Brathwaite,2016-05-07,KXIP,DD,DD,CSK,normal,0,KXIP,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali"
613,2016,CR Brathwaite,2016-05-08,SRH,MI,MI,CSK,normal,0,SRH,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
614,2016,CR Brathwaite,2016-05-08,KKR,GL,GL,CSK,normal,0,GL,0,5,P Kumar,Eden Gardens
615,2016,CR Brathwaite,2016-05-09,RCB,KXIP,KXIP,CSK,normal,0,RCB,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali"
616,2016,CR Brathwaite,2016-05-10,SRH,Pune,SRH,CSK,normal,0,SRH,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
617,2016,CR Brathwaite,2016-05-11,RCB,MI,MI,CSK,normal,0,MI,0,6,KH Pandya,M Chinnaswamy Stadium
618,2016,CR Brathwaite,2016-05-12,SRH,DD,DD,CSK,normal,0,DD,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal"
619,2016,CR Brathwaite,2016-05-13,MI,KXIP,MI,CSK,normal,0,KXIP,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
620,2016,CR Brathwaite,2016-05-14,RCB,GL,GL,CSK,normal,0,RCB,144,0,AB de Villiers,M Chinnaswamy Stadium
621,2016,CR Brathwaite,2016-05-14,Pune,KKR,Pune,CSK,normal,1,KKR,0,8,YK Pathan,Eden Gardens
622,2016,CR Brathwaite,2016-05-15,KXIP,SRH,KXIP,CSK,normal,0,SRH,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali"
623,2016,CR Brathwaite,2016-05-15,MI,DD,DD,CSK,normal,0,MI,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
624,2016,CR Brathwaite,2016-05-16,KKR,RCB,RCB,CSK,normal,0,RCB,0,9,V Kohli,Eden Gardens
625,2016,CR Brathwaite,2016-05-17,DD,Pune,Pune,CSK,normal,1,Pune,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
626,2016,CR Brathwaite,2016-05-18,RCB,KXIP,KXIP,CSK,normal,1,RCB,82,0,V Kohli,M Chinnaswamy Stadium
627,2016,CR Brathwaite,2016-05-19,KKR,GL,GL,CSK,normal,0,GL,0,6,DR Smith,Green Park
628,2016,CR Brathwaite,2016-05-20,SRH,DD,DD,CSK,normal,0,DD,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium
629,2016,CR Brathwaite,2016-05-21,KXIP,Pune,KXIP,CSK,normal,0,Pune,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
630,2016,CR Brathwaite,2016-05-21,MI,GL,GL,CSK,normal,0,GL,0,6,SK Raina,Green Park
631,2016,CR Brathwaite,2016-05-22,KKR,SRH,SRH,CSK,normal,0,KKR,22,0,YK Pathan,Eden Gardens
632,2016,CR Brathwaite,2016-05-22,DD,RCB,RCB,CSK,normal,0,RCB,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium
633,2016,CR Brathwaite,2016-05-24,GL,RCB,RCB,CSK,normal,0,RCB,0,4,AB de Villiers,M Chinnaswamy Stadium
634,2016,CR Brathwaite,2016-05-25,SRH,KKR,KKR,CSK,normal,0,SRH,22,0,MC Henriques,Feroz Shah Kotla
635,2016,CR Brathwaite,2016-05-27,GL,SRH,SRH,CSK,normal,0,SRH,0,4,DA Warner,Feroz Shah Kotla
636,2016,CR Brathwaite,2016-05-29,SRH,RCB,SRH,CSK,normal,0,SRH,8,0,BCJ Cutting,M Chinnaswamy Stadium
7894,2018,CR Brathwaite,07/04/18,MI,CSK,CSK,CSK,normal,0,CSK,0,1,DJ Bravo,Wankhede Stadium
7895,2018,CR Brathwaite,08/04/18,DD,KXIP,KXIP,CSK,normal,0,KXIP,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7896,2018,CR Brathwaite,08/04/18,RCB,KKR,KKR,CSK,normal,0,KKR,0,4,SP Narine,Eden Gardens
7897,2018,CR Brathwaite,09/04/18,RR,SRH,SRH,CSK,normal,0,SRH,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal"
7898,2018,CR Brathwaite,10/04/18,KKR,CSK,CSK,CSK,normal,0,CSK,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk"
7899,2018,CR Brathwaite,11/04/18,RR,DD,DD,CSK,normal,1,RR,10,0,SV Samson,Sawai Mansingh Stadium
7900,2018,CR Brathwaite,12/04/18,MI,SRH,SRH,CSK,normal,0,SRH,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal"
7901,2018,CR Brathwaite,13/04/18,KXIP,RCB,RCB,CSK,normal,0,RCB,0,4,UT Yadav,M Chinnaswamy Stadium
7902,2018,CR Brathwaite,14/04/18,MI,DD,DD,CSK,normal,0,DD,0,7,JJ Roy,Wankhede Stadium
7903,2018,CR Brathwaite,14/04/18,KKR,SRH,SRH,CSK,normal,0,SRH,0,5,B Stanlake,Eden Gardens
7904,2018,CR Brathwaite,15/04/18,RR,RCB,RCB,CSK,normal,0,RR,19,0,SV Samson,M Chinnaswamy Stadium
7905,2018,CR Brathwaite,15/04/18,KXIP,CSK,CSK,CSK,normal,0,KXIP,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7906,2018,CR Brathwaite,16/04/18,KKR,DD,DD,CSK,normal,0,KKR,71,0,N Rana,Eden Gardens
7907,2018,CR Brathwaite,17/04/18,MI,RCB,RCB,CSK,normal,0,MI,46,0,RG Sharma,Wankhede Stadium
7908,2018,CR Brathwaite,18/04/18,RR,KKR,KKR,CSK,normal,0,KKR,0,7,N Rana,Sawai Mansingh Stadium
7909,2018,CR Brathwaite,19/04/18,KXIP,SRH,KXIP,CSK,normal,0,KXIP,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7910,2018,CR Brathwaite,20/04/18,CSK,RR,RR,CSK,normal,0,CSK,64,0,SR Watson,Maharashtra Cricket Association Stadium
7911,2018,CR Brathwaite,21/04/18,KKR,KXIP,KXIP,CSK,normal,1,KXIP,0,9,KL Rahul,Eden Gardens
7912,2018,CR Brathwaite,21/04/18,DD,RCB,RCB,CSK,normal,0,RCB,0,6,AB de Villiers,M Chinnaswamy Stadium
7913,2018,CR Brathwaite,22/04/18,CSK,SRH,SRH,CSK,normal,0,CSK,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
7914,2018,CR Brathwaite,22/04/18,MI,RR,MI,CSK,normal,0,RR,0,3,J Archer,Sawai Mansingh Stadium
7915,2018,CR Brathwaite,23/04/18,KXIP,DD,DD,CSK,normal,0,KXIP,4,0,AS Rajpoot,Feroz Shah Kotla
7916,2018,CR Brathwaite,24/04/18,SRH,MI,MI,CSK,normal,0,SRH,31,0,Rashid Khan,Wankhede Stadium
7917,2018,CR Brathwaite,25/04/18,RCB,CSK,CSK,CSK,normal,0,CSK,0,5,MS Dhoni,M Chinnaswamy Stadium
7918,2018,CR Brathwaite,26/04/18,SRH,KXIP,KXIP,CSK,normal,0,SRH,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal"
7919,2018,CR Brathwaite,27/04/18,DD,KKR,KKR,CSK,normal,0,DD,55,0,SS Iyer,Feroz Shah Kotla
7920,2018,CR Brathwaite,28/04/18,CSK,MI,MI,CSK,normal,0,MI,0,8,RG Sharma,Maharashtra Cricket Association Stadium
7921,2018,CR Brathwaite,29/04/18,SRH,RR,SRH,CSK,normal,0,SRH,11,0,KS Williamson,Sawai Mansingh Stadium
7922,2018,CR Brathwaite,29/04/18,RCB,KKR,KKR,CSK,normal,0,KKR,0,6,CA Lynn,M Chinnaswamy Stadium
7923,2018,CR Brathwaite,30/04/18,CSK,DD,DD,CSK,normal,0,CSK,13,0,SR Watson,Maharashtra Cricket Association Stadium
7924,2018,CR Brathwaite,01/05/18,RCB,MI,MI,CSK,normal,0,RCB,14,0,TG Southee,M Chinnaswamy Stadium
7925,2018,CR Brathwaite,02/05/18,DD,RR,RR,CSK,normal,1,DD,4,0,RR Pant,Feroz Shah Kotla
7926,2018,CR Brathwaite,03/05/18,CSK,KKR,KKR,CSK,normal,0,KKR,0,6,SP Narine,Eden Gardens
7927,2018,CR Brathwaite,04/05/18,KXIP,MI,MI,CSK,normal,0,MI,0,6,AS Yadav,Holkar Cricket Stadium
7928,2018,CR Brathwaite,05/05/18,RCB,CSK,CSK,CSK,normal,0,CSK,0,6,RA Jadeja,Maharashtra Cricket Association Stadium
7929,2018,CR Brathwaite,05/05/18,DD,SRH,DD,CSK,normal,0,SRH,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal"
7930,2018,CR Brathwaite,06/05/18,MI,KKR,KKR,CSK,normal,0,MI,13,0,HH Pandya,Wankhede Stadium
7931,2018,CR Brathwaite,06/05/18,RR,KXIP,KXIP,CSK,normal,0,KXIP,0,6,M Ur Rahman,Holkar Cricket Stadium
7932,2018,CR Brathwaite,07/05/18,SRH,RCB,RCB,CSK,normal,0,SRH,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal"
7933,2018,CR Brathwaite,08/05/18,RR,KXIP,RR,CSK,normal,0,RR,15,0,JC Buttler,Sawai Mansingh Stadium
7934,2018,CR Brathwaite,09/05/18,MI,KKR,KKR,CSK,normal,0,MI,102,0,Ishan Kishan,Eden Gardens
7935,2018,CR Brathwaite,10/05/18,DD,SRH,DD,CSK,normal,0,SRH,0,9,S Dhawan,Feroz Shah Kotla
7936,2018,CR Brathwaite,11/05/18,CSK,RR,CSK,CSK,normal,0,RR,0,4,JC Buttler,Sawai Mansingh Stadium
7937,2018,CR Brathwaite,12/05/18,KKR,KXIP,KXIP,CSK,normal,0,KKR,31,0,SP Narine,Holkar Cricket Stadium
7938,2018,CR Brathwaite,12/05/18,DD,RCB,RCB,CSK,normal,0,RCB,0,5,AB de Villiers,Feroz Shah Kotla
7939,2018,CR Brathwaite,13/05/18,SRH,CSK,CSK,CSK,normal,0,CSK,0,8,AT Rayudu,Maharashtra Cricket Association Stadium
7940,2018,CR Brathwaite,13/05/18,MI,RR,RR,CSK,normal,0,RR,0,7,JC Buttler,Wankhede Stadium
7941,2018,CR Brathwaite,14/05/18,KXIP,RCB,RCB,CSK,normal,0,RCB,0,10,UT Yadav,Holkar Cricket Stadium
7942,2018,CR Brathwaite,15/05/18,RR,KKR,KKR,CSK,normal,0,KKR,0,6,Kuldeep Yadav,Eden Gardens
7943,2018,CR Brathwaite,16/05/18,MI,KXIP,KXIP,CSK,normal,0,MI,3,0,JJ Bumrah,Wankhede Stadium
7944,2018,CR Brathwaite,17/05/18,RCB,SRH,SRH,CSK,normal,0,RCB,14,0,AB de Villiers,M Chinnaswamy Stadium
7945,2018,CR Brathwaite,18/05/18,DD,CSK,CSK,CSK,normal,0,DD,34,0,HV Patel,Feroz Shah Kotla
7946,2018,CR Brathwaite,19/05/18,RR,RCB,RR,CSK,normal,0,RR,30,0,S Gopal,Sawai Mansingh Stadium
7947,2018,CR Brathwaite,19/05/18,SRH,KKR,SRH,CSK,normal,0,KKR,0,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal"
7948,2018,CR Brathwaite,20/05/18,DD,MI,DD,CSK,normal,0,DD,11,0,A Mishra,Feroz Shah Kotla
7949,2018,CR Brathwaite,20/05/18,KXIP,CSK,CSK,CSK,normal,0,CSK,0,5,L Ngidi,Maharashtra Cricket Association Stadium
7950,2018,CR Brathwaite,22/05/18,SRH,CSK,CSK,CSK,normal,0,CSK,0,2,F du Plessis,Wankhede Stadium
7951,2018,CR Brathwaite,23/05/18,KKR,RR,RR,CSK,normal,0,KKR,25,0,AD Russell,Eden Gardens
7952,2018,CR Brathwaite,25/05/18,SRH,KKR,KKR,CSK,normal,0,SRH,14,0,Rashid Khan,Eden Gardens
7953,2018,CR Brathwaite,27/05/18,SRH,CSK,CSK,CSK,normal,0,CSK,0,8,SR Watson,Wankhede Stadium
